================================================================================
REPORTE DE CAMPAÑA DE VACUNACIÓN COVID-19
Ministerio de Salud - Gobierno Nacional
Fecha de generación: 24/08/2025 04:50:05
================================================================================

RESUMEN ESTADÍSTICO:
Total de ciudadanos registrados: 500
Total de registros de vacunación: 260
Ciudadanos no vacunados: 357 (71.4%)
Ciudadanos con esquema completo: 106 (21.2%)

1. CIUDADANOS NO VACUNADOS
Total: 357 ciudadanos
--------------------------------------------------
001. ID: 1, Nombre: Luis Muñoz, Cédula: 1700000001
060. ID: 314, Nombre: Fernando Álvarez, Cédula: 1700000314
061. ID: 318, Nombre: Luis Muñoz, Cédula: 1700000318
062. ID: 325, Nombre: Fernando Pérez, Cédula: 1700000325
063. ID: 326, Nombre: Rafael Gómez, Cédula: 1700000326
064. ID: 336, Nombre: Carmen González, Cédula: 1700000336
065. ID: 346, Nombre: Luis Álvarez, Cédula: 1700000346
066. ID: 348, Nombre: Cristina García, Cédula: 1700000348
067. ID: 350, Nombre: Manuel Martínez, Cédula: 1700000350
068. ID: 355, Nombre: Patricia Gutiérrez, Cédula: 1700000355
069. ID: 360, Nombre: Elena Sánchez, Cédula: 1700000360
070. ID: 361, Nombre: María Martín, Cédula: 1700000361
071. ID: 362, Nombre: Manuel Sánchez, Cédula: 1700000362
072. ID: 363, Nombre: Manuel López, Cédula: 1700000363
073. ID: 366, Nombre: Patricia Moreno, Cédula: 1700000366
074. ID: 367, Nombre: Carlos García, Cédula: 1700000367
075. ID: 369, Nombre: Carmen Fernández, Cédula: 1700000369
076. ID: 376, Nombre: Carlos Gutiérrez, Cédula: 1700000376
077. ID: 379, Nombre: Carmen González, Cédula: 1700000379
078. ID: 388, Nombre: Elena González, Cédula: 1700000388
079. ID: 391, Nombre: Fernando López, Cédula: 1700000391
080. ID: 393, Nombre: Manuel Martínez, Cédula: 1700000393
081. ID: 396, Nombre: Francisco Díaz, Cédula: 1700000396
082. ID: 399, Nombre: Cristina García, Cédula: 1700000399
083. ID: 400, Nombre: Pilar Gutiérrez, Cédula: 1700000400
084. ID: 404, Nombre: Mercedes Díaz, Cédula: 1700000404
085. ID: 408, Nombre: María Romero, Cédula: 1700000408
086. ID: 412, Nombre: Miguel Sánchez, Cédula: 1700000412
087. ID: 417, Nombre: Rosa Martínez, Cédula: 1700000417
088. ID: 418, Nombre: Rosa Álvarez, Cédula: 1700000418
089. ID: 420, Nombre: Antonio Rodríguez, Cédula: 1700000420
090. ID: 422, Nombre: Francisco Gutiérrez, Cédula: 1700000422
091. ID: 427, Nombre: Laura García, Cédula: 1700000427
092. ID: 428, Nombre: David Díaz, Cédula: 1700000428
093. ID: 444, Nombre: Rafael González, Cédula: 1700000444
094. ID: 448, Nombre: Patricia Ruiz, Cédula: 1700000448
095. ID: 452, Nombre: Antonio Martínez, Cédula: 1700000452
096. ID: 459, Nombre: Carmen Martínez, Cédula: 1700000459
097. ID: 463, Nombre: Antonio Sánchez, Cédula: 1700000463
098. ID: 477, Nombre: Isabel Romero, Cédula: 1700000477
099. ID: 483, Nombre: Javier Gutiérrez, Cédula: 1700000483
100. ID: 484, Nombre: Manuel García, Cédula: 1700000484
101. ID: 486, Nombre: Ana Hernández, Cédula: 1700000486
102. ID: 489, Nombre: Isabel Jiménez, Cédula: 1700000489
103. ID: 490, Nombre: Patricia González, Cédula: 1700000490
104. ID: 494, Nombre: Carmen Ruiz, Cédula: 1700000494
105. ID: 497, Nombre: Mercedes Gutiérrez, Cédula: 1700000497
106. ID: 500, Nombre: Mercedes Rodríguez, Cédula: 1700000500

3. CIUDADANOS SOLO CON PFIZER
Total: 68 ciudadanos
--------------------------------------------------
001. ID: 15, Nombre: José Hernández, Cédula: 1700000015
002. ID: 34, Nombre: Javier Díaz, Cédula: 1700000034
003. ID: 40, Nombre: Mercedes Álvarez, Cédula: 1700000040
004. ID: 43, Nombre: Fernando Martín, Cédula: 1700000043
005. ID: 59, Nombre: Patricia Pérez, Cédula: 1700000059
006. ID: 88, Nombre: Antonio Martínez, Cédula: 1700000088
007. ID: 100, Nombre: Carlos López, Cédula: 1700000100
008. ID: 103, Nombre: Luis Gutiérrez, Cédula: 1700000103
009. ID: 117, Nombre: Mercedes Moreno, Cédula: 1700000117
010. ID: 118, Nombre: Ana Rodríguez, Cédula: 1700000118
011. ID: 125, Nombre: Mercedes López, Cédula: 1700000125
012. ID: 135, Nombre: Cristina García, Cédula: 1700000135
013. ID: 150, Nombre: Cristina Gómez, Cédula: 1700000150
014. ID: 154, Nombre: María Gómez, Cédula: 1700000154
015. ID: 160, Nombre: Patricia Sánchez, Cédula: 1700000160
016. ID: 167, Nombre: Pilar Pérez, Cédula: 1700000167
017. ID: 169, Nombre: Cristina Muñoz, Cédula: 1700000169
018. ID: 171, Nombre: Luis Gómez, Cédula: 1700000171
019. ID: 179, Nombre: Manuel Pérez, Cédula: 1700000179
020. ID: 181, Nombre: Antonio Moreno, Cédula: 1700000181
021. ID: 191, Nombre: Carmen Ruiz, Cédula: 1700000191
022. ID: 201, Nombre: Antonio Alonso, Cédula: 1700000201
023. ID: 205, Nombre: Pilar Hernández, Cédula: 1700000205
024. ID: 226, Nombre: Elena Rodríguez, Cédula: 1700000226
025. ID: 239, Nombre: Miguel Martínez, Cédula: 1700000239
026. ID: 254, Nombre: Patricia Gómez, Cédula: 1700000254
027. ID: 255, Nombre: Carlos Muñoz, Cédula: 1700000255
028. ID: 256, Nombre: Laura García, Cédula: 1700000256
029. ID: 266, Nombre: Elena Díaz, Cédula: 1700000266
030. ID: 267, Nombre: Cristina Gutiérrez, Cédula: 1700000267
031. ID: 272, Nombre: Pilar Hernández, Cédula: 1700000272
032. ID: 276, Nombre: Miguel Romero, Cédula: 1700000276
033. ID: 297, Nombre: Miguel Gutiérrez, Cédula: 1700000297
034. ID: 304, Nombre: Luis Rodríguez, Cédula: 1700000304
035. ID: 306, Nombre: Pilar Rodríguez, Cédula: 1700000306
036. ID: 320, Nombre: Manuel Gutiérrez, Cédula: 1700000320
037. ID: 326, Nombre: Rafael Gómez, Cédula: 1700000326
038. ID: 327, Nombre: Fernando Jiménez, Cédula: 1700000327
039. ID: 331, Nombre: Fernando Rodríguez, Cédula: 1700000331
040. ID: 336, Nombre: Carmen González, Cédula: 1700000336
041. ID: 355, Nombre: Patricia Gutiérrez, Cédula: 1700000355
042. ID: 356, Nombre: David Díaz, Cédula: 1700000356
043. ID: 362, Nombre: Manuel Sánchez, Cédula: 1700000362
044. ID: 363, Nombre: Manuel López, Cédula: 1700000363
045. ID: 366, Nombre: Patricia Moreno, Cédula: 1700000366
046. ID: 369, Nombre: Carmen Fernández, Cédula: 1700000369
047. ID: 376, Nombre: Carlos Gutiérrez, Cédula: 1700000376
048. ID: 396, Nombre: Francisco Díaz, Cédula: 1700000396
049. ID: 404, Nombre: Mercedes Díaz, Cédula: 1700000404
050. ID: 412, Nombre: Miguel Sánchez, Cédula: 1700000412
051. ID: 414, Nombre: Mercedes Álvarez, Cédula: 1700000414
052. ID: 417, Nombre: Rosa Martínez, Cédula: 1700000417
053. ID: 418, Nombre: Rosa Álvarez, Cédula: 1700000418
054. ID: 422, Nombre: Francisco Gutiérrez, Cédula: 1700000422
055. ID: 430, Nombre: Elena Álvarez, Cédula: 1700000430
056. ID: 431, Nombre: Carmen Gómez, Cédula: 1700000431
057. ID: 448, Nombre: Patricia Ruiz, Cédula: 1700000448
058. ID: 452, Nombre: Antonio Martínez, Cédula: 1700000452
059. ID: 457, Nombre: Francisco Álvarez, Cédula: 1700000457
060. ID: 467, Nombre: Manuel Fernández, Cédula: 1700000467
061. ID: 474, Nombre: Rosa Jiménez, Cédula: 1700000474
062. ID: 477, Nombre: Isabel Romero, Cédula: 1700000477
063. ID: 483, Nombre: Javier Gutiérrez, Cédula: 1700000483
064. ID: 489, Nombre: Isabel Jiménez, Cédula: 1700000489
065. ID: 490, Nombre: Patricia González, Cédula: 1700000490
066. ID: 494, Nombre: Carmen Ruiz, Cédula: 1700000494
067. ID: 497, Nombre: Mercedes Gutiérrez, Cédula: 1700000497
068. ID: 500, Nombre: Mercedes Rodríguez, Cédula: 1700000500

4. CIUDADANOS SOLO CON ASTRAZENECA
Total: 68 ciudadanos
--------------------------------------------------
001. ID: 3, Nombre: Fernando Gómez, Cédula: 1700000003
002. ID: 5, Nombre: Carmen González, Cédula: 1700000005
003. ID: 58, Nombre: María García, Cédula: 1700000058
004. ID: 62, Nombre: Antonio Fernández, Cédula: 1700000062
005. ID: 63, Nombre: Isabel Martín, Cédula: 1700000063
006. ID: 74, Nombre: Mercedes Gutiérrez, Cédula: 1700000074
007. ID: 78, Nombre: Antonio Hernández, Cédula: 1700000078
008. ID: 85, Nombre: Pilar Romero, Cédula: 1700000085
009. ID: 99, Nombre: Elena Sánchez, Cédula: 1700000099
010. ID: 111, Nombre: Cristina Alonso, Cédula: 1700000111
011. ID: 113, Nombre: Manuel Gómez, Cédula: 1700000113
012. ID: 121, Nombre: Mercedes González, Cédula: 1700000121
013. ID: 131, Nombre: Elena Hernández, Cédula: 1700000131
014. ID: 137, Nombre: José Gómez, Cédula: 1700000137
015. ID: 140, Nombre: Rosa Alonso, Cédula: 1700000140
016. ID: 142, Nombre: Fernando Gutiérrez, Cédula: 1700000142
017. ID: 158, Nombre: Isabel Martín, Cédula: 1700000158
018. ID: 164, Nombre: Cristina González, Cédula: 1700000164
019. ID: 166, Nombre: Carmen Sánchez, Cédula: 1700000166
020. ID: 172, Nombre: Ana Gómez, Cédula: 1700000172
021. ID: 177, Nombre: Francisco Hernández, Cédula: 1700000177
022. ID: 184, Nombre: Miguel Gómez, Cédula: 1700000184
023. ID: 186, Nombre: Carlos Hernández, Cédula: 1700000186
024. ID: 194, Nombre: Isabel Alonso, Cédula: 1700000194
025. ID: 195, Nombre: Patricia García, Cédula: 1700000195
026. ID: 200, Nombre: Patricia Jiménez, Cédula: 1700000200
027. ID: 214, Nombre: Fernando García, Cédula: 1700000214
028. ID: 215, Nombre: Francisco Jiménez, Cédula: 1700000215
029. ID: 228, Nombre: Patricia Hernández, Cédula: 1700000228
030. ID: 232, Nombre: Javier Pérez, Cédula: 1700000232
031. ID: 234, Nombre: Ana Jiménez, Cédula: 1700000234
032. ID: 235, Nombre: Fernando Pérez, Cédula: 1700000235
033. ID: 243, Nombre: Elena Martín, Cédula: 1700000243
034. ID: 247, Nombre: Carmen Muñoz, Cédula: 1700000247
035. ID: 248, Nombre: Miguel Moreno, Cédula: 1700000248
036. ID: 270, Nombre: Laura Ruiz, Cédula: 1700000270
037. ID: 284, Nombre: David Muñoz, Cédula: 1700000284
038. ID: 301, Nombre: Isabel Díaz, Cédula: 1700000301
039. ID: 310, Nombre: Carmen Fernández, Cédula: 1700000310
040. ID: 314, Nombre: Fernando Álvarez, Cédula: 1700000314
041. ID: 318, Nombre: Luis Muñoz, Cédula: 1700000318
042. ID: 325, Nombre: Fernando Pérez, Cédula: 1700000325
043. ID: 328, Nombre: Javier Hernández, Cédula: 1700000328
044. ID: 346, Nombre: Luis Álvarez, Cédula: 1700000346
045. ID: 348, Nombre: Cristina García, Cédula: 1700000348
046. ID: 350, Nombre: Manuel Martínez, Cédula: 1700000350
047. ID: 360, Nombre: Elena Sánchez, Cédula: 1700000360
048. ID: 361, Nombre: María Martín, Cédula: 1700000361
049. ID: 364, Nombre: Manuel Fernández, Cédula: 1700000364
050. ID: 367, Nombre: Carlos García, Cédula: 1700000367
051. ID: 368, Nombre: Rafael Jiménez, Cédula: 1700000368
052. ID: 379, Nombre: Carmen González, Cédula: 1700000379
053. ID: 391, Nombre: Fernando López, Cédula: 1700000391
054. ID: 393, Nombre: Manuel Martínez, Cédula: 1700000393
055. ID: 399, Nombre: Cristina García, Cédula: 1700000399
056. ID: 400, Nombre: Pilar Gutiérrez, Cédula: 1700000400
057. ID: 408, Nombre: María Romero, Cédula: 1700000408
058. ID: 409, Nombre: José Pérez, Cédula: 1700000409
059. ID: 420, Nombre: Antonio Rodríguez, Cédula: 1700000420
060. ID: 427, Nombre: Laura García, Cédula: 1700000427
061. ID: 428, Nombre: David Díaz, Cédula: 1700000428
062. ID: 441, Nombre: María Díaz, Cédula: 1700000441
063. ID: 444, Nombre: Rafael González, Cédula: 1700000444
064. ID: 459, Nombre: Carmen Martínez, Cédula: 1700000459
065. ID: 463, Nombre: Antonio Sánchez, Cédula: 1700000463
066. ID: 478, Nombre: Fernando Fernández, Cédula: 1700000478
067. ID: 484, Nombre: Manuel García, Cédula: 1700000484
068. ID: 486, Nombre: Ana Hernández, Cédula: 1700000486

================================================================================
Fin del reporte
================================================================================
