================================================================================
REPORTE DE CAMPAÑA DE VACUNACIÓN COVID-19
Ministerio de Salud - Gobierno Nacional
Fecha de generación: 24/08/2025 04:49:42
================================================================================

RESUMEN ESTADÍSTICO:
Total de ciudadanos registrados: 500
Total de registros de vacunación: 261
Ciudadanos no vacunados: 365 (73.0%)
Ciudadanos con esquema completo: 101 (20.2%)

1. CIUDADANOS NO VACUNADOS
Total: 365 ciudadanos
--------------------------------------------------
001. ID: 2, Nombre: David Martín, Cédula: 1700000002
052. ID: 280, Nombre: Francisco López, Cédula: 1700000280
053. ID: 281, Nombre: Fernando Sánchez, Cédula: 1700000281
054. ID: 291, Nombre: Antonio Jiménez, Cédula: 1700000291
055. ID: 296, Nombre: Francisco Pérez, Cédula: 1700000296
056. ID: 301, Nombre: Carmen Martínez, Cédula: 1700000301
057. ID: 303, Nombre: David Gómez, Cédula: 1700000303
058. ID: 305, Nombre: Mercedes Díaz, Cédula: 1700000305
059. ID: 314, Nombre: Francisco Álvarez, Cédula: 1700000314
060. ID: 319, Nombre: Rafael Rodríguez, Cédula: 1700000319
061. ID: 322, Nombre: Antonio García, Cédula: 1700000322
062. ID: 326, Nombre: Pilar Hernández, Cédula: 1700000326
063. ID: 332, Nombre: Francisco Romero, Cédula: 1700000332
064. ID: 335, Nombre: Manuel González, Cédula: 1700000335
065. ID: 336, Nombre: Isabel Muñoz, Cédula: 1700000336
066. ID: 339, Nombre: Luis Gómez, Cédula: 1700000339
067. ID: 348, Nombre: María García, Cédula: 1700000348
068. ID: 356, Nombre: Carmen Álvarez, Cédula: 1700000356
069. ID: 361, Nombre: Manuel López, Cédula: 1700000361
070. ID: 364, Nombre: Francisco Martín, Cédula: 1700000364
071. ID: 369, Nombre: María Jiménez, Cédula: 1700000369
072. ID: 371, Nombre: David Gutiérrez, Cédula: 1700000371
073. ID: 375, Nombre: Mercedes Romero, Cédula: 1700000375
074. ID: 376, Nombre: María Ruiz, Cédula: 1700000376
075. ID: 379, Nombre: Carmen Muñoz, Cédula: 1700000379
076. ID: 383, Nombre: Miguel Romero, Cédula: 1700000383
077. ID: 391, Nombre: Manuel Muñoz, Cédula: 1700000391
078. ID: 393, Nombre: Laura García, Cédula: 1700000393
079. ID: 402, Nombre: Antonio Moreno, Cédula: 1700000402
080. ID: 413, Nombre: Elena Fernández, Cédula: 1700000413
081. ID: 421, Nombre: Pilar Romero, Cédula: 1700000421
082. ID: 425, Nombre: Isabel Sánchez, Cédula: 1700000425
083. ID: 427, Nombre: Laura Alonso, Cédula: 1700000427
084. ID: 428, Nombre: Manuel Pérez, Cédula: 1700000428
085. ID: 429, Nombre: Carlos Pérez, Cédula: 1700000429
086. ID: 432, Nombre: Cristina Díaz, Cédula: 1700000432
087. ID: 434, Nombre: Francisco Gutiérrez, Cédula: 1700000434
088. ID: 440, Nombre: Mercedes Gutiérrez, Cédula: 1700000440
089. ID: 445, Nombre: Patricia Ruiz, Cédula: 1700000445
090. ID: 453, Nombre: Rosa Jiménez, Cédula: 1700000453
091. ID: 459, Nombre: María Ruiz, Cédula: 1700000459
092. ID: 465, Nombre: Luis Muñoz, Cédula: 1700000465
093. ID: 474, Nombre: David Álvarez, Cédula: 1700000474
094. ID: 478, Nombre: Javier González, Cédula: 1700000478
095. ID: 481, Nombre: Miguel Gutiérrez, Cédula: 1700000481
096. ID: 485, Nombre: José Díaz, Cédula: 1700000485
097. ID: 486, Nombre: María Álvarez, Cédula: 1700000486
098. ID: 488, Nombre: Rosa García, Cédula: 1700000488
099. ID: 492, Nombre: Manuel Ruiz, Cédula: 1700000492
100. ID: 495, Nombre: David Alonso, Cédula: 1700000495
101. ID: 497, Nombre: Carlos Pérez, Cédula: 1700000497

3. CIUDADANOS SOLO CON PFIZER
Total: 60 ciudadanos
--------------------------------------------------
001. ID: 1, Nombre: Isabel Rodríguez, Cédula: 1700000001
002. ID: 5, Nombre: Cristina Alonso, Cédula: 1700000005
003. ID: 13, Nombre: Isabel Hernández, Cédula: 1700000013
004. ID: 41, Nombre: Isabel Muñoz, Cédula: 1700000041
005. ID: 44, Nombre: David Sánchez, Cédula: 1700000044
006. ID: 48, Nombre: Manuel Álvarez, Cédula: 1700000048
007. ID: 52, Nombre: David Moreno, Cédula: 1700000052
008. ID: 70, Nombre: María Sánchez, Cédula: 1700000070
009. ID: 77, Nombre: Carmen Álvarez, Cédula: 1700000077
010. ID: 78, Nombre: Ana Alonso, Cédula: 1700000078
011. ID: 89, Nombre: Pilar Martín, Cédula: 1700000089
012. ID: 97, Nombre: Antonio González, Cédula: 1700000097
013. ID: 112, Nombre: Miguel Romero, Cédula: 1700000112
014. ID: 123, Nombre: Cristina Jiménez, Cédula: 1700000123
015. ID: 132, Nombre: Luis Sánchez, Cédula: 1700000132
016. ID: 134, Nombre: Carlos García, Cédula: 1700000134
017. ID: 145, Nombre: Cristina Muñoz, Cédula: 1700000145
018. ID: 160, Nombre: Fernando Fernández, Cédula: 1700000160
019. ID: 164, Nombre: José Muñoz, Cédula: 1700000164
020. ID: 166, Nombre: Manuel Gutiérrez, Cédula: 1700000166
021. ID: 169, Nombre: Ana Jiménez, Cédula: 1700000169
022. ID: 173, Nombre: Miguel Pérez, Cédula: 1700000173
023. ID: 195, Nombre: Manuel Pérez, Cédula: 1700000195
024. ID: 203, Nombre: Carmen Hernández, Cédula: 1700000203
025. ID: 206, Nombre: José Jiménez, Cédula: 1700000206
026. ID: 209, Nombre: Fernando González, Cédula: 1700000209
027. ID: 211, Nombre: Carmen Gómez, Cédula: 1700000211
028. ID: 224, Nombre: José López, Cédula: 1700000224
029. ID: 235, Nombre: María Hernández, Cédula: 1700000235
030. ID: 237, Nombre: Manuel Gutiérrez, Cédula: 1700000237
031. ID: 248, Nombre: Carmen Sánchez, Cédula: 1700000248
032. ID: 272, Nombre: Francisco Sánchez, Cédula: 1700000272
033. ID: 277, Nombre: Rosa López, Cédula: 1700000277
034. ID: 296, Nombre: Francisco Pérez, Cédula: 1700000296
035. ID: 299, Nombre: Elena Alonso, Cédula: 1700000299
036. ID: 301, Nombre: Carmen Martínez, Cédula: 1700000301
037. ID: 319, Nombre: Rafael Rodríguez, Cédula: 1700000319
038. ID: 322, Nombre: Antonio García, Cédula: 1700000322
039. ID: 335, Nombre: Manuel González, Cédula: 1700000335
040. ID: 339, Nombre: Luis Gómez, Cédula: 1700000339
041. ID: 348, Nombre: María García, Cédula: 1700000348
042. ID: 356, Nombre: Carmen Álvarez, Cédula: 1700000356
043. ID: 361, Nombre: Manuel López, Cédula: 1700000361
044. ID: 366, Nombre: Laura Gutiérrez, Cédula: 1700000366
045. ID: 373, Nombre: Javier Martín, Cédula: 1700000373
046. ID: 374, Nombre: Isabel Gutiérrez, Cédula: 1700000374
047. ID: 375, Nombre: Mercedes Romero, Cédula: 1700000375
048. ID: 376, Nombre: María Ruiz, Cédula: 1700000376
049. ID: 379, Nombre: Carmen Muñoz, Cédula: 1700000379
050. ID: 381, Nombre: Manuel Moreno, Cédula: 1700000381
051. ID: 393, Nombre: Laura García, Cédula: 1700000393
052. ID: 409, Nombre: Miguel Gómez, Cédula: 1700000409
053. ID: 411, Nombre: Manuel Gutiérrez, Cédula: 1700000411
054. ID: 427, Nombre: Laura Alonso, Cédula: 1700000427
055. ID: 429, Nombre: Carlos Pérez, Cédula: 1700000429
056. ID: 434, Nombre: Francisco Gutiérrez, Cédula: 1700000434
057. ID: 440, Nombre: Mercedes Gutiérrez, Cédula: 1700000440
058. ID: 453, Nombre: Rosa Jiménez, Cédula: 1700000453
059. ID: 494, Nombre: Mercedes Rodríguez, Cédula: 1700000494
060. ID: 497, Nombre: Carlos Pérez, Cédula: 1700000497

4. CIUDADANOS SOLO CON ASTRAZENECA
Total: 60 ciudadanos
--------------------------------------------------
001. ID: 6, Nombre: Carlos Muñoz, Cédula: 1700000006
002. ID: 10, Nombre: Patricia Hernández, Cédula: 1700000010
003. ID: 20, Nombre: Patricia Martín, Cédula: 1700000020
004. ID: 24, Nombre: Carmen Jiménez, Cédula: 1700000024
005. ID: 31, Nombre: Javier Martínez, Cédula: 1700000031
006. ID: 32, Nombre: Antonio López, Cédula: 1700000032
007. ID: 35, Nombre: José Álvarez, Cédula: 1700000035
008. ID: 39, Nombre: Mercedes Rodríguez, Cédula: 1700000039
009. ID: 62, Nombre: Patricia Jiménez, Cédula: 1700000062
010. ID: 63, Nombre: José Rodríguez, Cédula: 1700000063
011. ID: 67, Nombre: Manuel Martínez, Cédula: 1700000067
012. ID: 94, Nombre: Pilar García, Cédula: 1700000094
013. ID: 99, Nombre: Javier Sánchez, Cédula: 1700000099
014. ID: 102, Nombre: Carmen Jiménez, Cédula: 1700000102
015. ID: 150, Nombre: Manuel Álvarez, Cédula: 1700000150
016. ID: 175, Nombre: David Díaz, Cédula: 1700000175
017. ID: 199, Nombre: David Gutiérrez, Cédula: 1700000199
018. ID: 210, Nombre: José Alonso, Cédula: 1700000210
019. ID: 213, Nombre: Carmen Rodríguez, Cédula: 1700000213
020. ID: 214, Nombre: David González, Cédula: 1700000214
021. ID: 223, Nombre: Carmen Pérez, Cédula: 1700000223
022. ID: 243, Nombre: Antonio Díaz, Cédula: 1700000243
023. ID: 251, Nombre: Patricia González, Cédula: 1700000251
024. ID: 252, Nombre: Fernando López, Cédula: 1700000252
025. ID: 275, Nombre: María Gutiérrez, Cédula: 1700000275
026. ID: 276, Nombre: Luis Moreno, Cédula: 1700000276
027. ID: 280, Nombre: Francisco López, Cédula: 1700000280
028. ID: 281, Nombre: Fernando Sánchez, Cédula: 1700000281
029. ID: 291, Nombre: Antonio Jiménez, Cédula: 1700000291
030. ID: 303, Nombre: David Gómez, Cédula: 1700000303
031. ID: 305, Nombre: Mercedes Díaz, Cédula: 1700000305
032. ID: 314, Nombre: Francisco Álvarez, Cédula: 1700000314
033. ID: 325, Nombre: Isabel Fernández, Cédula: 1700000325
034. ID: 326, Nombre: Pilar Hernández, Cédula: 1700000326
035. ID: 332, Nombre: Francisco Romero, Cédula: 1700000332
036. ID: 336, Nombre: Isabel Muñoz, Cédula: 1700000336
037. ID: 351, Nombre: Antonio Pérez, Cédula: 1700000351
038. ID: 360, Nombre: Antonio García, Cédula: 1700000360
039. ID: 362, Nombre: Rafael Martín, Cédula: 1700000362
040. ID: 364, Nombre: Francisco Martín, Cédula: 1700000364
041. ID: 369, Nombre: María Jiménez, Cédula: 1700000369
042. ID: 383, Nombre: Miguel Romero, Cédula: 1700000383
043. ID: 392, Nombre: Rosa López, Cédula: 1700000392
044. ID: 402, Nombre: Antonio Moreno, Cédula: 1700000402
045. ID: 408, Nombre: Luis García, Cédula: 1700000408
046. ID: 413, Nombre: Elena Fernández, Cédula: 1700000413
047. ID: 421, Nombre: Pilar Romero, Cédula: 1700000421
048. ID: 425, Nombre: Isabel Sánchez, Cédula: 1700000425
049. ID: 428, Nombre: Manuel Pérez, Cédula: 1700000428
050. ID: 432, Nombre: Cristina Díaz, Cédula: 1700000432
051. ID: 458, Nombre: Carmen Hernández, Cédula: 1700000458
052. ID: 459, Nombre: María Ruiz, Cédula: 1700000459
053. ID: 465, Nombre: Luis Muñoz, Cédula: 1700000465
054. ID: 474, Nombre: David Álvarez, Cédula: 1700000474
055. ID: 478, Nombre: Javier González, Cédula: 1700000478
056. ID: 481, Nombre: Miguel Gutiérrez, Cédula: 1700000481
057. ID: 486, Nombre: María Álvarez, Cédula: 1700000486
058. ID: 488, Nombre: Rosa García, Cédula: 1700000488
059. ID: 492, Nombre: Manuel Ruiz, Cédula: 1700000492
060. ID: 495, Nombre: David Alonso, Cédula: 1700000495

================================================================================
Fin del reporte
================================================================================
